snapshot_id,source,partition,planner,layout_id,layout_cluster,episode_id,profile_id,call_index,snapshot_time,normalized_path_progress,y_bad,mechanisms,label_collision,label_planner_failure,label_command_collapse,label_progress_stall,label_oscillatory_reversal_vy,label_oscillatory_reversal_wz,delay,delay_normalized,tau_x,tau_x_normalized,tau_y,tau_y_normalized,tau_w,tau_w_normalized,theta_magnitude,e_v,e_x,c_min,u_magnitude,delta_u_magnitude,m_p,m_pf,m_p_censored,m_pf_censored,baseline_query_mismatch,nominal_rollout_failure,m_p_queries,m_pf_queries,recorded_command,baseline_query_command
eipt_100,rq1,holdout,teb,holdout_06,rq1:holdout_06,holdout__holdout_06__teb__tau_w_100,tau_w_100,11,0.5500000000000003,0.0086281944458907,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33333333333333337,0.33333333333333337,0.15261338611454567,0.06967170879565825,0.769197574295557,0.3448912918515168,0.12560021667257218,0.1875,0.203125,0,0,0,0,68,33,"{""vx"":0.063443829498465,""vy"":-0.029708596681136745,""wz"":-0.2424778304677683}","{""vx"":0.05140973128800173,""vy"":-0.03895149216653397,""wz"":-0.2077720188770614}"
eipt_101,rq1,holdout,teb,holdout_07,rq1:holdout_07,holdout__holdout_07__teb__delay_100,delay_100,5,0.25000000000000006,0.0012320870729689325,1,progress_stall,0,0,0,1,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07671889858669312,0.23422164473867224,0.5706950776548881,0.2084370949839738,0.0900506358199385,0.25,0.046875,0,0,0,0,71,32,"{""vx"":0.011547034291977062,""vy"":-0.03775912847665204,""wz"":-0.14119216519148262}","{""vx"":0.011547034291977062,""vy"":-0.03775912847665204,""wz"":-0.14119216519148262}"
eipt_102,rq1,holdout,teb,holdout_11,rq1:holdout_11,holdout__holdout_11__teb__tau_w_300,tau_w_300,5,0.25000000000000006,0.0016407525885003113,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,0.19005361480770944,0.17505945506828577,0.6661238029295299,0.31930302634713587,0.12707145006748827,0.25,0.796875,0,0,0,0,74,37,"{""vx"":0.013322050604006954,""vy"":-0.03822450716141195,""wz"":-0.23886470173488097}","{""vx"":0.013322050604006954,""vy"":-0.03822450716141195,""wz"":-0.23886470173488097}"
eipt_103,rq1,holdout,teb,holdout_14,rq1:holdout_14,holdout__holdout_14__teb__delay_200,delay_200,113,5.649999999999924,0.20459560682885888,1,oscillatory_reversal_vy,0,0,0,0,1,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17539812038418987,0.15982845322741054,0.3357498828771975,0.8862265304145158,0.2815176457401504,0.09375,0.046875,0,0,1,0,71,26,"{""vx"":0.29021996661340344,""vy"":0.15950515217498812,""wz"":0.32176476113774555}","{""vx"":0.15096222013483016,""vy"":0.021255628687492728,""wz"":0.0446913971704557}"
eipt_104,rq1,holdout,teb,holdout_16,rq1:holdout_16,holdout__holdout_16__teb__tau_y_500,tau_y_500,158,7.899999999999876,0.5067698157855204,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.42828616114354584,0.26051630275685594,0.32803261517185156,0.6436995992191749,0.29947555455387365,0.31250000000000006,0.027063293868263706,0,0,0,0,68,27,"{""vx"":0.2635578933443416,""vy"":0.08679624567565797,""wz"":0.07929490676684733}","{""vx"":0.2913364372708146,""vy"":0.15280888303523119,""wz"":0.03189863412727729}"
eipt_105,rq1,holdout,teb,holdout_17,rq1:holdout_17,holdout__holdout_17__teb__delay_200,delay_200,164,8.19999999999987,0.5475333030147803,1,planner_failure,0,1,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18522231978680131,0.4074871921416409,0.11460148858538055,1.2153179402448806,0.2879468470975867,0.34375,0.0625,0,0,0,0,72,25,"{""vx"":0.33094994670006433,""vy"":-0.20908013101528083,""wz"":-0.608876351761137}","{""vx"":0.35313285093163493,""vy"":-0.13395148881588193,""wz"":-0.4039276476176971}"
eipt_106,rq1,holdout,teb,holdout_18,rq1:holdout_18,holdout__holdout_18__teb__tau_w_300,tau_w_300,5,0.25000000000000006,0.0010932767841637767,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,0.08668749206894537,0.06929952390388754,1.411864877607793,0.2332917826233062,0.1284965843596052,0.21875,0.625,0,0,0,0,71,35,"{""vx"":0.00840082072948932,""vy"":-0.008754996510070097,""wz"":0.18495548318133492}","{""vx"":0.00840082072948932,""vy"":-0.008754996510070097,""wz"":0.18495548318133492}"
eipt_107,rq1,holdout,teb,holdout_19,rq1:holdout_19,holdout__holdout_19__teb__delay_200,delay_200,5,0.25000000000000006,0.0009053015947354089,1,progress_stall,0,0,0,1,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07814072774790305,0.30209557272032894,1.4830221807615367,0.4966412546127674,0.3379622662478926,0.4375,0.296875,0,0,0,0,74,31,"{""vx"":0.03506401117902069,""vy"":-0.1258528113503001,""wz"":-0.2668735931344358}","{""vx"":0.03506401117902069,""vy"":-0.1258528113503001,""wz"":-0.2668735931344358}"
eipt_108,rq1,holdout,teb,holdout_20,rq1:holdout_20,holdout__holdout_20__teb__tau_y_500,tau_y_500,80,3.9999999999999587,0.2830157846649534,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.18868028614739177,0.11503188304393176,0.3633917321889912,0.9155457522931734,0.07813845399989303,0.21874999999999997,0.1875,0,0,0,0,67,31,"{""vx"":0.32610331885159605,""vy"":0.18987552232286944,""wz"":0.10958449042445591}","{""vx"":0.26255498521013243,""vy"":0.1573674339121879,""wz"":-0.04201037283448418}"
eipt_109,rq1,holdout,teb,holdout_02,rq1:holdout_02,holdout__holdout_02__teb__tau_x_300,tau_x_300,5,0.25000000000000006,0.0016020283218084806,0,,0,0,0,0,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.05865589270225479,0.048045281915221325,1.1409306773557188,0.16372628504101916,0.02768301911156655,0.5,0.765625,0,0,0,0,79,37,"{""vx"":0.07367596037713997,""vy"":-8.540795731834674e-05,""wz"":-0.0006050400183438466}","{""vx"":0.07367596037713997,""vy"":-8.540795731834674e-05,""wz"":-0.0006050400183438466}"
eipt_110,rq1,holdout,teb,holdout_04,rq1:holdout_04,holdout__holdout_04__teb__delay_100,delay_100,5,0.25000000000000006,0.0016644088204809933,0,,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25606923191757086,0.07958820783474602,0.6553947785433707,0.3599497660534832,0.17580040143122513,0.34375,0.015625,0,0,0,0,77,32,"{""vx"":0.09387566063512912,""vy"":-0.056429564378489463,""wz"":-0.19604142416183748}","{""vx"":0.09387566063512912,""vy"":-0.056429564378489463,""wz"":-0.19604142416183748}"
eipt_111,rq1,holdout,teb,holdout_05,rq1:holdout_05,holdout__holdout_05__teb__delay_200,delay_200,5,0.25000000000000006,0.0016615294036448883,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.062914066029913,0.2439632996585284,0.47554406385514086,0.6248030234843593,0.4401077258961191,0.40625000000000006,0.015625,0,0,0,0,80,28,"{""vx"":0.1295637158238876,""vy"":0.13786859439214807,""wz"":0.3122214135697671}","{""vx"":0.1295637158238876,""vy"":0.13786859439214807,""wz"":0.3122214135697671}"
eipt_112,rq1,holdout,teb,holdout_07,rq1:holdout_07,holdout__holdout_07__teb__tau_y_500,tau_y_500,5,0.25000000000000006,0.0008743499730850197,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.10574749237190746,0.0667104527268487,0.5670474077938461,0.516243724793243,0.0779594873752584,0.46875000000000006,0.5,0,0,0,0,77,35,"{""vx"":0.012809143661708405,""vy"":-0.0649039354243226,""wz"":-0.38475709984923423}","{""vx"":0.012809143661708405,""vy"":-0.0649039354243226,""wz"":-0.38475709984923423}"
eipt_113,rq1,holdout,teb,holdout_08,rq1:holdout_08,holdout__holdout_08__teb__delay_100,delay_100,5,0.25000000000000006,0.0009246998163742977,0,,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.19265774128731689,0.03739842448814973,0.7152020291868832,0.3348346161291796,0.09905022633094558,0.37500000000000006,0.25,0,0,0,0,76,30,"{""vx"":0.06077428435697267,""vy"":-0.0711053200788082,""wz"":-0.18348004858668726}","{""vx"":0.06077428435697267,""vy"":-0.0711053200788082,""wz"":-0.18348004858668726}"
eipt_114,rq1,holdout,teb,holdout_09,rq1:holdout_09,holdout__holdout_09__teb__tau_x_300,tau_x_300,5,0.25000000000000006,0.0012757498008507354,0,,0,0,0,0,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.10186703607024866,0.07991660680652349,1.185893263236778,0.22006481652380339,0.05423995988998613,0.25,0.671875,0,0,0,0,74,35,"{""vx"":0.09832940254492195,""vy"":-0.0037106944346321346,""wz"":-0.019092967481280875}","{""vx"":0.09832940254492195,""vy"":-0.0037106944346321346,""wz"":-0.019092967481280875}"
eipt_115,rq1,holdout,teb,holdout_12,rq1:holdout_12,holdout__holdout_12__teb__delay_200,delay_200,5,0.25000000000000006,0.0012750732371456135,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11360338759908004,0.1870340456678701,0.7079471229951886,0.3957228965371122,0.13469080581625392,0.3125,0.125,0,0,0,0,81,31,"{""vx"":0.15885371690427239,""vy"":-0.05163963919461857,""wz"":-0.08084825832730173}","{""vx"":0.15885371690427239,""vy"":-0.05163963919461857,""wz"":-0.08084825832730173}"
eipt_116,rq1,holdout,teb,holdout_13,rq1:holdout_13,holdout__holdout_13__teb__delay_100,delay_100,5,0.25000000000000006,0.001259761550788714,0,,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.09806109595857039,0.22414150063382576,1.1610291500231378,0.2282352826276635,0.05120699064835196,0.3125,0.265625,0,0,0,0,72,35,"{""vx"":0.008813750623616945,""vy"":-0.03445657172938412,""wz"":-0.16398214174940776}","{""vx"":0.008813750623616945,""vy"":-0.03445657172938412,""wz"":-0.16398214174940776}"
eipt_117,rq1,holdout,teb,holdout_14,rq1:holdout_14,holdout__holdout_14__teb__delay_200,delay_200,5,0.25000000000000006,0.0008620290426404766,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24085817909938756,0.22857677449420702,0.7887608590711515,0.374025357943068,0.23001653312688466,0.125,0.734375,0,0,0,0,75,35,"{""vx"":0.14876106562312227,""vy"":-0.04819511019610161,""wz"":0.08634946247641752}","{""vx"":0.14876106562312227,""vy"":-0.04819511019610161,""wz"":0.08634946247641752}"
eipt_118,rq1,holdout,teb,holdout_15,rq1:holdout_15,holdout__holdout_15__teb__tau_y_300,tau_y_300,5,0.25000000000000006,0.0012091811274314362,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.6,0.15580483725461539,0.10031061811689516,0.7913885159974956,0.5409396351014952,0.024180162272773604,0.40625,0.5,0,0,0,0,73,32,"{""vx"":0.024770336558251987,""vy"":-0.09764577227964615,""wz"":-0.36813167702524136}","{""vx"":0.024770336558251987,""vy"":-0.09764577227964615,""wz"":-0.36813167702524136}"
eipt_119,rq1,holdout,teb,holdout_18,rq1:holdout_18,holdout__holdout_18__teb__tau_w_100,tau_w_100,5,0.25000000000000006,0.0011939564387956924,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33333333333333337,0.33333333333333337,0.06877727219542078,0.04854106901893774,1.4149208182296074,0.43315935447235504,0.03050217124404049,0.34375000000000006,0.125,0,0,0,0,70,26,"{""vx"":0.009878245629153695,""vy"":-0.011107542980236437,""wz"":0.3451496953087542}","{""vx"":0.009878245629153695,""vy"":-0.011107542980236437,""wz"":0.3451496953087542}"
eipt_120,rq1,holdout,teb,holdout_19,rq1:holdout_19,holdout__holdout_19__teb__tau_y_300,tau_y_300,5,0.25000000000000006,0.0012379707153379468,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.6,0.16875712494577577,0.09180893522479079,1.4822133694124486,0.4998587133891849,0.09746870379486401,0.40625,0.1875,0,0,0,0,79,28,"{""vx"":0.02472935209823769,""vy"":-0.09835532126897886,""wz"":-0.32777478496488327}","{""vx"":0.02472935209823769,""vy"":-0.09835532126897886,""wz"":-0.32777478496488327}"
eipt_121,rq1,holdout,tr,holdout_01,rq1:holdout_01,holdout__holdout_01__tr__tau_w_100,tau_w_100,99,4.949999999999939,0.3240450992373321,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33333333333333337,0.33333333333333337,0.1552918762689077,0.12220649241279648,0.21878092479566796,0.238095223903656,0.0526315812021494,0.53125,0.09375,0,0,0,0,93,24,"{""vx"":0.1071428507566452,""vy"":0.0,""wz"":0.0}","{""vx"":0.1071428507566452,""vy"":0.0,""wz"":0.0}"
eipt_122,rq1,holdout,tr,holdout_02,rq1:holdout_02,holdout__holdout_02__tr__tau_w_100,tau_w_100,172,8.599999999999861,0.7489663751426175,1,oscillatory_reversal_vy,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.33333333333333337,0.33333333333333337,0.06801977108385177,0.053537620550817774,0.1785131180896562,1.043867898484226,0.10526314377784729,0.40624999999999994,2.0,0,1,0,0,73,28,"{""vx"":0.44999998807907104,""vy"":-0.05000000074505806,""wz"":0.21052631735801697}","{""vx"":0.44999998807907104,""vy"":-0.05000000074505806,""wz"":0.21052631735801697}"
eipt_123,rq1,holdout,tr,holdout_03,rq1:holdout_03,holdout__holdout_03__tr__e0,e0,30,1.500000000000001,0.09169697466800744,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555983443873339,1.9860273225978185e-14,0.6843079404464655,1.1193415355040344,0.1555983443873339,0.3572172541558812,0.03125,0,0,0,0,72,20,"{""vx"":0.44999998807907104,""vy"":-0.14999999105930328,""wz"":-0.21052631735801697}","{""vx"":0.44999998807907104,""vy"":-0.14999999105930328,""wz"":-0.21052631735801697}"
eipt_124,rq1,holdout,tr,holdout_06,rq1:holdout_06,holdout__holdout_06__tr__tau_x_300,tau_x_300,5,0.25000000000000006,0.0,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.11556059083876202,0.050819355071028506,0.8110765920627953,0.39454909073870115,0.09921064391691176,0.21874999999999997,0.1875,0,0,0,0,68,29,"{""vx"":0.04822313040494919,""vy"":0.0,""wz"":0.3037737905979156}","{""vx"":0.04822313040494919,""vy"":0.0,""wz"":0.3037737905979156}"
eipt_125,rq1,holdout,tr,holdout_07,rq1:holdout_07,holdout__holdout_07__tr__tau_y_300,tau_y_300,66,3.2999999999999736,0.13004960286503386,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.6,0.3069218517959531,0.12487973037628863,0.22441228344033748,0.21292935680888175,0.238095223903656,0.4375,1.103456925983067,0,0,0,0,87,30,"{""vx"":0.0,""vy"":-0.05000000074505806,""wz"":0.12631578743457791}","{""vx"":0.0,""vy"":-0.05000000074505806,""wz"":0.12631578743457791}"
eipt_126,rq1,holdout,tr,holdout_08,rq1:holdout_08,holdout__holdout_08__tr__e0,e0,119,5.949999999999918,0.3851333465024412,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.703887711561888e-14,0.29066427216670887,0.2856922868459339,0.0,0.4375,0.125,0,0,0,0,88,24,"{""vx"":0.1071428507566452,""vy"":0.0,""wz"":-0.12631578743457791}","{""vx"":0.1071428507566452,""vy"":0.0,""wz"":-0.12631578743457791}"
eipt_127,rq1,holdout,tr,holdout_10,rq1:holdout_10,holdout__holdout_10__tr__e0,e0,190,9.499999999999842,0.7167825709377206,1,oscillatory_reversal_vy,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039872005581855774,4.652682298944613e-15,0.280466938938936,1.274075630873944,0.039872005581855774,0.40625,0.5,0,0,0,0,69,27,"{""vx"":0.44999998807907104,""vy"":0.0,""wz"":0.6315789818763733}","{""vx"":0.44999998807907104,""vy"":0.0,""wz"":0.6315789818763733}"
eipt_128,rq1,holdout,tr,holdout_12,rq1:holdout_12,holdout__holdout_12__tr__delay_050,delay_050,10,0.5000000000000002,0.009939913060160175,1,oscillatory_reversal_vy;oscillatory_reversal_wz,0,0,0,0,1,1,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.09356727202733361,0.154016556610685,0.7291637218958877,0.5816804420806433,0.1815645271766976,0.21875,2.0,0,1,0,0,68,26,"{""vx"":0.2526315748691559,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}","{""vx"":0.2526315748691559,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}"
eipt_129,rq1,holdout,tr,holdout_13,rq1:holdout_13,holdout__holdout_13__tr__tau_y_500,tau_y_500,53,2.6499999999999875,0.1621776878851787,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.1555983492237916,0.08013607321331669,0.41602458559169,1.096058484560994,0.11427845732656695,0.34375,0.125,0,0,0,0,71,24,"{""vx"":0.44999998807907104,""vy"":-0.0741700679063797,""wz"":-0.3164164423942566}","{""vx"":0.44999998807907104,""vy"":-0.0741700679063797,""wz"":-0.3164164423942566}"
eipt_130,rq1,holdout,tr,holdout_16,rq1:holdout_16,holdout__holdout_16__tr__tau_x_300,tau_x_300,59,2.949999999999981,0.09802768553396604,1,oscillatory_reversal_vy,0,0,0,0,1,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.18156452560603414,0.07756712644347774,0.2741678149963058,0.9165302398359091,0.15625997184886778,0.34375,0.34375,0,0,0,0,73,33,"{""vx"":0.40701034665107727,""vy"":-0.05000000074505806,""wz"":0.03157895058393479}","{""vx"":0.40701034665107727,""vy"":-0.05000000074505806,""wz"":0.03157895058393479}"
eipt_131,rq1,holdout,tr,holdout_17,rq1:holdout_17,holdout__holdout_17__tr__tau_x_300,tau_x_300,95,4.749999999999943,0.2200170646672146,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.2962962861470447,0.245628824078936,0.6047878487976781,0.3315806686847192,0.04548688729604089,0.1875,0.5,0,0,0,0,75,35,"{""vx"":0.13120798766613007,""vy"":0.0,""wz"":0.12631578743457791}","{""vx"":0.13120798766613007,""vy"":0.0,""wz"":0.12631578743457791}"
eipt_132,rq1,holdout,tr,holdout_19,rq1:holdout_19,holdout__holdout_19__tr__tau_x_100,tau_x_100,49,2.4499999999999917,0.10982851815955061,1,progress_stall,0,0,0,1,0,0,0.0,0.0,0.1,0.33333333333333337,0.0,0.0,0.0,0.0,0.33333333333333337,0.1821072770520948,0.028982357221035936,0.8929082312752167,0.2856922868459339,0.17744997963423792,0.375,0.125,0,0,0,0,87,26,"{""vx"":0.1071428507566452,""vy"":0.0,""wz"":-0.12631578743457791}","{""vx"":0.1071428507566452,""vy"":0.0,""wz"":-0.12631578743457791}"
eipt_133,rq1,holdout,tr,holdout_02,rq1:holdout_02,holdout__holdout_02__tr__delay_200,delay_200,5,0.25000000000000006,0.0005664937066663309,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10669801422814715,0.09732524410048624,1.14654494675284,0.2412417302177908,0.10669801422814715,0.0625,0.765625,0,0,0,0,67,37,"{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}","{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}"
eipt_134,rq1,holdout,tr,holdout_05,rq1:holdout_05,holdout__holdout_05__tr__delay_200,delay_200,5,0.25000000000000006,0.0005280297805057856,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15921038830930706,0.12768595462877727,0.4823083518060868,0.30931940950459974,0.15921038830930706,0.09375,0.515625,0,0,0,0,65,34,"{""vx"":0.08421052992343903,""vy"":0.08421052992343903,""wz"":0.04210526496171952}","{""vx"":0.08421052992343903,""vy"":0.08421052992343903,""wz"":0.04210526496171952}"
eipt_135,rq1,holdout,tr,holdout_06,rq1:holdout_06,holdout__holdout_06__tr__tau_x_100,tau_x_100,5,0.25000000000000006,0.0,0,,0,0,0,0,0,0,0.0,0.0,0.1,0.33333333333333337,0.0,0.0,0.0,0.0,0.33333333333333337,0.18156451616833877,0.06626779660249724,0.8070127650079206,0.47290067382529954,0.1670889069972944,0.25,0.171875,0,0,0,0,69,31,"{""vx"":0.09368228912353516,""vy"":0.04362041503190994,""wz"":0.32472744584083557}","{""vx"":0.09368228912353516,""vy"":0.04362041503190994,""wz"":0.32472744584083557}"
eipt_136,rq1,holdout,tr,holdout_07,rq1:holdout_07,holdout__holdout_07__tr__delay_200,delay_200,5,0.25000000000000006,0.0002865980490321651,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1045371438301937,0.0890497849076093,0.5716835638235147,0.22349320935985453,0.1045371438301937,0.21875000000000003,0.765625,0,0,0,0,69,37,"{""vx"":0.05182863026857376,""vy"":-0.05182863026857376,""wz"":-0.09717868268489838}","{""vx"":0.05182863026857376,""vy"":-0.05182863026857376,""wz"":-0.09717868268489838}"
eipt_137,rq1,holdout,tr,holdout_09,rq1:holdout_09,holdout__holdout_09__tr__delay_200,delay_200,5,0.25000000000000006,0.00040888246434869053,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10669801422814715,0.09732524410048624,1.1863033448604121,0.2412417302177908,0.10669801422814715,0.0625,0.765625,0,0,0,0,67,37,"{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}","{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}"
eipt_138,rq1,holdout,tr,holdout_10,rq1:holdout_10,holdout__holdout_10__tr__delay_200,delay_200,5,0.25000000000000006,0.0004905038594054324,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10669801422814715,0.09732524410048624,0.555485095775622,0.2412417302177908,0.10669801422814715,0.0625,0.765625,0,0,0,0,67,37,"{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}","{""vx"":0.08421052992343903,""vy"":-0.05000000074505806,""wz"":-0.04210526496171952}"
eipt_139,rq1,holdout,tr,holdout_11,rq1:holdout_11,holdout__holdout_11__tr__delay_100,delay_100,5,0.25000000000000006,0.0007395001823820713,0,,0,0,0,0,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1326817704222347,0.011692218311199081,0.6654232650780817,0.2516378359518955,0.013725704892574882,0.21875000000000003,0.265625,0,0,0,0,69,31,"{""vx"":0.05835543945431709,""vy"":-0.05835543945431709,""wz"":-0.10941644757986069}","{""vx"":0.05835543945431709,""vy"":-0.05835543945431709,""wz"":-0.10941644757986069}"
eipt_140,rq1,holdout,tr,holdout_12,rq1:holdout_12,holdout__holdout_12__tr__tau_x_300,tau_x_300,5,0.25000000000000006,0.0009615567007589837,0,,0,0,0,0,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.18156452199252213,0.07756695950311572,0.713079964723832,0.24658036744307138,0.15625996483974836,0.21875,0.109375,0,0,0,0,71,27,"{""vx"":0.07354345917701721,""vy"":-0.005741628352552652,""wz"":-0.14712917804718018}","{""vx"":0.07354345917701721,""vy"":-0.005741628352552652,""wz"":-0.14712917804718018}"
eipt_141,rq1,holdout,tr,holdout_13,rq1:holdout_13,holdout__holdout_13__tr__delay_200,delay_200,95,4.749999999999943,0.21929195190150008,0,,0,0,0,0,0,0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18156453422897528,0.2290194971568319,0.22566571588678078,0.7573589643907767,0.29629627863566077,0.34375,0.3125,0,0,0,0,72,30,"{""vx"":0.28659147024154663,""vy"":0.1342105269432068,""wz"":0.11578947305679321}","{""vx"":0.28659147024154663,""vy"":0.1342105269432068,""wz"":0.11578947305679321}"
eipt_142,rq1,holdout,tr,holdout_16,rq1:holdout_16,holdout__holdout_16__tr__tau_x_300,tau_x_300,5,0.25000000000000006,0.0008932753299423877,0,,0,0,0,0,0,0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.18156452199252213,0.07756695950311572,0.7298470012145417,0.24658036744307138,0.15625996483974836,0.21875,0.109375,0,0,0,0,71,27,"{""vx"":0.07354345917701721,""vy"":-0.005741628352552652,""wz"":-0.14712917804718018}","{""vx"":0.07354345917701721,""vy"":-0.005741628352552652,""wz"":-0.14712917804718018}"
eipt_143,rq1,holdout,tr,holdout_18,rq1:holdout_18,holdout__holdout_18__tr__e0,e0,5,0.25000000000000006,0.0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13599261999517273,8.881784197001252e-15,1.3947350750755751,0.7533665743711513,0.13599261999517273,0.3125,0.21875,0,0,0,0,71,20,"{""vx"":0.19183598458766937,""vy"":0.14999999105930328,""wz"":0.3596924841403961}","{""vx"":0.19183598458766937,""vy"":0.14999999105930328,""wz"":0.3596924841403961}"
eipt_144,rq1,holdout,tr,holdout_18,rq1:holdout_18,holdout__holdout_18__tr__tau_x_100,tau_x_100,5,0.25000000000000006,0.0,0,,0,0,0,0,0,0,0.0,0.0,0.1,0.33333333333333337,0.0,0.0,0.0,0.0,0.33333333333333337,0.10453714915834544,0.038153984517385504,1.4089088553813698,0.6490519162238854,0.08971862805402984,0.21875,0.125,0,0,0,0,68,30,"{""vx"":0.0977904424071312,""vy"":0.12575756013393402,""wz"":0.39593300223350525}","{""vx"":0.0977904424071312,""vy"":0.12575756013393402,""wz"":0.39593300223350525}"
