schedule_index,episode_id,partition,layout_id,planner,profile_id,lock_hash,valid,success,reason,raw_reason,collision,planner_failures,planner_calls,execution_steps,final_xy_error,final_yaw_error,final_time,capped_time_to_termination,path_length,min_clearance,compute_mean,compute_max,time_contract,feedback_contract,command_hold_contract,collision_truth_contract
132,holdout__holdout_10__teb__delay_050,holdout,holdout_10,teb,delay_050,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,247,1231,0.0772711980859324,0.09303299383919914,12.309999999999782,12.309999999999782,5.394398174483646,0.04720442592273478,0.008417967854251002,0.027005431,true,true,true,true
133,holdout__holdout_04__teb__tau_w_300,holdout,holdout_04,teb,tau_w_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,523,2613,0.028667405236912663,0.09630158374315964,26.130000000001285,26.130000000001285,5.689957603445557,0.1701320642792473,0.010961690655831738,0.030685845,true,true,true,true
134,discovery__discovery_19__dwa__tau_y_150,discovery,discovery_19,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,376,1879,0.07750312847806184,0.09932854461128998,18.790000000000138,18.790000000000138,6.562281431756557,0.06583844409581795,0.005276515734042552,0.022663321,true,true,true,true
135,discovery__discovery_18__teb__tau_x_100,discovery,discovery_18,teb,tau_x_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,285,1422,0.028016609144170323,0.09789749051629318,14.219999999999741,14.219999999999741,6.001142286414572,0.21265929887070045,0.009246536733333335,0.029671538,true,true,true,true
136,holdout__holdout_05__teb__tau_y_150,holdout,holdout_05,teb,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,271,1351,0.0790583801341914,0.06264937528909056,13.509999999999756,13.509999999999756,5.334155013582802,0.15783401450261092,0.008850478804428045,0.029066226,true,true,true,true
137,discovery__discovery_19__dwa__delay_100,discovery,discovery_19,dwa,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,386,1930,0.07765866760972055,0.09976316767966044,19.300000000000217,19.300000000000217,6.674118409145739,0.1474820924343071,0.005414355792746111,0.018755168,true,true,true,true
138,discovery__discovery_01__teb__tau_y_300,discovery,discovery_01,teb,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,277,1384,0.024665252970343672,0.09846648702085858,13.83999999999975,13.83999999999975,5.500826583369357,0.04757751398646782,0.009343130772563173,0.02710802,true,true,true,true
139,discovery__discovery_20__teb__tau_y_150,discovery,discovery_20,teb,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,100,500,3.084619294895893,0.18695949882982058,4.999999999999938,4.999999999999938,2.18169500128483,0.12305356018615664,0.013613637881188119,0.030538262,true,true,true,true
140,holdout__holdout_18__teb__tau_x_100,holdout,holdout_18,teb,tau_x_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,227,1134,0.049756238385997624,0.09912165727534747,11.339999999999803,11.339999999999803,5.028988597532653,0.14361987471780055,0.012332925321585916,0.035954405,true,true,true,true
141,discovery__discovery_14__teb__delay_200,discovery,discovery_14,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,340,1699,0.07931209768396551,0.004741004444980718,16.989999999999856,16.989999999999856,5.360949086899756,0.002440124802262926,0.008207142626470591,0.027822585,true,true,true,true
142,holdout__holdout_19__dwa__tau_y_150,holdout,holdout_19,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.4417133504836634,0.8555923056200682,30.00000000000189,30.00000000000189,0.9825796741759477,0.4275799653651002,0.0023805659533333336,0.013452859,true,true,true,true
143,discovery__discovery_03__teb__e0,discovery,discovery_03,teb,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,270,1347,0.020926336741592305,0.09554763636730335,13.469999999999757,13.469999999999757,5.894994067311355,0.13511574428300452,0.009948037229629626,0.029877461,true,true,true,true
144,holdout__holdout_03__dwa__tau_x_100,holdout,holdout_03,dwa,tau_x_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.749535392668288,0.06611854834728821,30.00000000000189,30.00000000000189,0.11273341326251649,0.3760947616115824,0.0014533628783333344,0.009153607,true,true,true,true
145,holdout__holdout_17__teb__delay_100,holdout,holdout_17,teb,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,76,380,3.402538893096547,0.21315883529979715,3.799999999999963,3.799999999999963,1.4787577178063318,0.16102218630538492,0.015085588064935072,0.027727029,true,true,true,true
146,holdout__holdout_11__dwa__delay_200,holdout,holdout_11,dwa,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,0.18986996866770406,0.5096054203882613,30.00000000000189,30.00000000000189,5.032482042745948,0.0039655100941811735,0.003287899391666665,0.017866304,true,true,true,true
147,holdout__holdout_13__teb__delay_200,holdout,holdout_13,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,355,1774,0.07904763780588611,0.07352877685361081,17.739999999999974,17.739999999999974,5.5806872346044125,0.0931383673645235,0.008943156977464797,0.031029148,true,true,true,true
148,discovery__discovery_09__teb__delay_200,discovery,discovery_09,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,368,1839,0.079256792920273,0.0181631310115173,18.390000000000075,18.390000000000075,5.773145969869031,0.1565333841627808,0.008512705307065221,0.025643936,true,true,true,true
149,discovery__discovery_02__teb__tau_y_500,discovery,discovery_02,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,435,2171,0.07966889578257297,0.021502017529550662,21.710000000000594,21.710000000000594,5.786264126144399,0.009863909168587703,0.009726386342528733,0.030160707,true,true,true,true
150,discovery__discovery_07__teb__e0,discovery,discovery_07,teb,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,266,1330,0.013155129464635085,0.09515274670688702,13.299999999999761,13.299999999999761,5.819145429111791,0.17832069678350537,0.010331420639097751,0.030222892,true,true,true,true
151,holdout__holdout_07__dwa__tau_y_500,holdout,holdout_07,dwa,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,3.897784436069874,0.8234204088570662,30.00000000000189,30.00000000000189,1.2377179984081932,0.19957163219836865,0.0022544445516666694,0.022502038,true,true,true,true
152,holdout__holdout_17__dwa__tau_y_300,holdout,holdout_17,dwa,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.799915338987383,0.05526327701212631,30.00000000000189,30.00000000000189,0.1320295164372248,0.3666295217207295,0.0011004250833333332,0.009242671,true,true,true,true
153,holdout__holdout_19__dwa__tau_y_300,holdout,holdout_19,dwa,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.772319817493077,0.9128286002302314,30.00000000000189,30.00000000000189,0.19643775794537108,0.4282733193122719,0.0015608589783333337,0.017676832,true,true,true,true
154,holdout__holdout_14__teb__tau_w_100,holdout,holdout_14,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,318,1588,0.023917005545343435,0.09777406453787985,15.879999999999706,15.879999999999706,6.403305094963268,0.10552015210896513,0.01097920207861636,0.030932719,true,true,true,true
155,discovery__discovery_04__dwa__tau_w_300,discovery,discovery_04,dwa,tau_w_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,3.3678881252618917,0.6707094134821424,30.00000000000189,30.00000000000189,2.1732053866945877,0.17266876848602752,0.0024935196000000024,0.017277025,true,true,true,true
156,discovery__discovery_06__teb__delay_050,discovery,discovery_06,teb,delay_050,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,337,1681,0.013022647344652435,0.09946604038172026,16.809999999999828,16.809999999999828,6.646587988525394,0.17672264163249796,0.011767987626112768,0.032126224,true,true,true,true
157,discovery__discovery_09__dwa__delay_100,discovery,discovery_09,dwa,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.799886964378005,0.05644748660638437,30.00000000000189,30.00000000000189,0.10753009517542378,0.4560162580484062,0.00110778299,0.003850445,true,true,true,true
158,discovery__discovery_05__dwa__delay_200,discovery,discovery_05,dwa,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.798693959698342,0.10914475896004373,30.00000000000189,30.00000000000189,0.11073616392538553,0.7047859640601312,0.001256190823333332,0.008219883,true,true,true,true
159,discovery__discovery_19__teb__tau_w_100,discovery,discovery_19,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,322,1609,0.07596458485255292,0.01533984984725303,16.089999999999716,16.089999999999716,6.575791072716527,0.16133894073468263,0.011309049686335407,0.03346993,true,true,true,true
160,discovery__discovery_18__dwa__tau_y_150,discovery,discovery_18,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,2.8276130490507088,0.48991003631988717,30.00000000000189,30.00000000000189,3.0827681975289045,0.014712357048907474,0.0031729278016666687,0.021873023,true,true,true,true
161,holdout__holdout_11__teb__tau_w_100,holdout,holdout_11,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,263,1314,0.04236043930268357,0.09503973069499125,13.139999999999764,13.139999999999764,5.245418962040849,0.17686338792004747,0.009364574961977186,0.029791832,true,true,true,true
162,discovery__discovery_14__teb__tau_y_500,discovery,discovery_14,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,366,1826,0.07838224610831604,0.031062144477540105,18.260000000000055,18.260000000000055,5.439904718681308,0.05630061670515729,0.008109689661202183,0.026726114,true,true,true,true
163,discovery__discovery_08__teb__delay_200,discovery,discovery_08,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,350,1746,0.07848052402268704,0.07138169647359845,17.45999999999993,17.45999999999993,5.609666700229048,0.203389763055099,0.008024987300000001,0.028689663,true,true,true,true
164,discovery__discovery_18__dwa__e0,discovery,discovery_18,dwa,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,footprint_collision,footprint_collision,true,0,441,2205,3.924499772276902,1.4336837763236472,22.050000000000647,22.050000000000647,1.8526063752188577,0.0,0.0032205589523809537,0.016436928,true,true,true,true
165,holdout__holdout_03__teb__tau_y_500,holdout,holdout_03,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,306,1526,0.07883097326543292,0.07481709903559372,15.25999999999972,15.25999999999972,5.340287715718238,0.1540346776447852,0.008472649264705886,0.026847885,true,true,true,true
166,discovery__discovery_03__dwa__tau_y_150,discovery,discovery_03,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,2.053432669421392,0.7192103009438059,30.00000000000189,30.00000000000189,3.1672523011632983,0.20403098848437998,0.0031580406216666643,0.021273936,true,true,true,true
167,holdout__holdout_11__dwa__tau_w_300,holdout,holdout_11,dwa,tau_w_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,2.3648047088194666,0.5828812616430163,30.00000000000189,30.00000000000189,3.0642435619382096,0.09911608144308635,0.0028499450399999964,0.018217688,true,true,true,true
168,discovery__discovery_07__teb__tau_w_100,discovery,discovery_07,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,278,1389,0.020872527248650696,0.09726456103511084,13.889999999999748,13.889999999999748,5.814949323964029,0.17894857921527144,0.01011212265467626,0.033867962,true,true,true,true
169,discovery__discovery_16__teb__delay_100,discovery,discovery_16,teb,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,334,1669,0.05454428266068326,0.099452432265784,16.68999999999981,16.68999999999981,6.093375403681471,0.09446092518458069,0.011198870077844309,0.032134062,true,true,true,true
170,discovery__discovery_20__dwa__tau_y_300,discovery,discovery_20,dwa,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,3.905857239263553,0.9197366189238612,30.00000000000189,30.00000000000189,1.6687616646177432,0.6305277032999757,0.002232641451666668,0.021294653,true,true,true,true
171,discovery__discovery_11__teb__tau_x_100,discovery,discovery_11,teb,tau_x_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,284,1416,0.05399165407139126,0.0997771022308536,14.159999999999743,14.159999999999743,5.98050189311891,0.0671208848996626,0.010788491841549301,0.032952842,true,true,true,true
172,holdout__holdout_17__teb__tau_x_300,holdout,holdout_17,teb,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,92,460,3.3965821335049404,0.16297004104096866,4.599999999999946,4.599999999999946,1.5220837249032935,0.1059126258167806,0.015569597537634415,0.028953424,true,true,true,true
173,holdout__holdout_20__teb__tau_y_500,holdout,holdout_20,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,311,1551,0.07985756351048699,0.06917182351340995,15.509999999999714,15.509999999999714,5.488286355735784,0.10340553837170842,0.010078826884244368,0.031318237,true,true,true,true
174,holdout__holdout_14__teb__delay_100,holdout,holdout_14,teb,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,348,1739,0.02253140381359363,0.0974628801103138,17.38999999999992,17.38999999999992,6.5501640798483916,0.09146964155923154,0.011195463580459766,0.031985035,true,true,true,true
175,discovery__discovery_15__dwa__tau_y_300,discovery,discovery_15,dwa,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.290023482143806,1.0594736342232967,30.00000000000189,30.00000000000189,1.4422623884777928,0.5229383814125255,0.002766301184999999,0.015432703,true,true,true,true
176,discovery__discovery_02__dwa__tau_w_300,discovery,discovery_02,dwa,tau_w_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,3.349602688662264,0.8296873149338033,30.00000000000189,30.00000000000189,1.6260421068833646,0.4227986964683418,0.0021849909433333324,0.01643898,true,true,true,true
177,discovery__discovery_20__teb__tau_w_300,discovery,discovery_20,teb,tau_w_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,166,830,3.0819842470828083,0.18879100124528173,8.299999999999867,8.299999999999867,2.206598571637553,0.10712181086603945,0.013263816598802389,0.030339172,true,true,true,true
178,holdout__holdout_01__teb__tau_y_500,holdout,holdout_01,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,197,985,2.3737746518400935,0.02481915727104882,9.849999999999834,9.849999999999834,3.0105932692046258,0.014943163351453403,0.013976723116161625,0.030892557,true,true,true,true
179,discovery__discovery_20__teb__tau_x_300,discovery,discovery_20,teb,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,120,600,3.1259332499763057,0.2125390290142418,5.9999999999999165,5.9999999999999165,2.150794147343978,0.15322799582510083,0.014031136966942147,0.032679485,true,true,true,true
180,holdout__holdout_07__teb__delay_100,holdout,holdout_07,teb,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,122,610,2.809206012800841,0.3274836997044497,6.099999999999914,6.099999999999914,2.4653936640239817,0.1170558467647318,0.015056201243902431,0.033115675,true,true,true,true
181,holdout__holdout_08__teb__delay_100,holdout,holdout_08,teb,delay_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,296,1479,0.07751996277195691,0.07707825168075784,14.78999999999973,14.78999999999973,5.9569719970784885,0.1312285523092687,0.01052505322972974,0.029485874,true,true,true,true
182,discovery__discovery_06__dwa__delay_200,discovery,discovery_06,dwa,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.798693959698342,0.10914475896004373,30.00000000000189,30.00000000000189,0.11073616392538553,0.6694408612036901,0.0014962865166666679,0.006250735,true,true,true,true
183,discovery__discovery_09__dwa__e0,discovery,discovery_09,dwa,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.800342967782957,0.05052643037205333,30.00000000000189,30.00000000000189,0.08043681154258775,0.4777349416811121,0.0011182439783333337,0.004459332,true,true,true,true
184,holdout__holdout_19__dwa__e0,holdout,holdout_19,dwa,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.459308348430912,0.7596711085043353,30.00000000000189,30.00000000000189,1.0640103891719273,0.39991802599475534,0.0022829170816666675,0.016602372,true,true,true,true
185,discovery__discovery_19__teb__delay_200,discovery,discovery_19,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,464,2320,0.0775108173630502,0.06950069316372909,23.200000000000827,23.200000000000827,6.804388515532295,0.06247506619323639,0.01182450353017241,0.035375168,true,true,true,true
186,discovery__discovery_15__dwa__tau_y_150,discovery,discovery_15,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.3413672328913835,0.7626310753378597,30.00000000000189,30.00000000000189,1.1805475536606191,0.5281486368120529,0.0020354961249999994,0.015445723,true,true,true,true
187,discovery__discovery_05__dwa__tau_x_300,discovery,discovery_05,dwa,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.7987983755832255,0.06059223231982813,30.00000000000189,30.00000000000189,0.08880162185125437,0.720552607547274,0.0011385620483333329,0.002181958,true,true,true,true
188,discovery__discovery_11__dwa__delay_200,discovery,discovery_11,dwa,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.800337210610185,0.07875011147637677,30.00000000000189,30.00000000000189,0.16842252434971516,0.6185,0.0014074633633333333,0.008736956,true,true,true,true
189,discovery__discovery_19__teb__tau_x_100,discovery,discovery_19,teb,tau_x_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,307,1535,0.07619009645994095,0.009794127491809924,15.349999999999717,15.349999999999717,6.586505992188788,0.13868250374323118,0.010950955654723118,0.034794745,true,true,true,true
190,holdout__holdout_06__teb__tau_x_300,holdout,holdout_06,teb,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,286,1430,0.0489390389724531,0.09955897285096181,14.29999999999974,14.29999999999974,5.935745588353412,0.14586325366679234,0.011974446213286707,0.037426732,true,true,true,true
191,holdout__holdout_03__teb__tau_w_100,holdout,holdout_03,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,271,1353,0.05805824149863421,0.09573557467072624,13.529999999999756,13.529999999999756,5.3356559542837045,0.1660627976071701,0.008925216819188186,0.031664053,true,true,true,true
192,discovery__discovery_10__dwa__tau_y_150,discovery,discovery_10,dwa,tau_y_150,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.80090004381641,0.6864471718901585,30.00000000000189,30.00000000000189,0.4114496888617774,0.7947405481796124,0.0016949965249999988,0.008396378,true,true,true,true
193,holdout__holdout_11__dwa__tau_y_500,holdout,holdout_11,dwa,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,2.401482585304721,0.7466436213016686,30.00000000000189,30.00000000000189,2.9228906181124015,0.12324101344144962,0.002827881495000001,0.020199507,true,true,true,true
194,discovery__discovery_18__teb__delay_200,discovery,discovery_18,teb,delay_200,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,498,2489,0.06865793908018371,0.09977121959163052,24.89000000000109,24.89000000000109,6.281286344915535,0.17372512015225317,0.009174513405622487,0.028298852,true,true,true,true
195,holdout__holdout_06__dwa__tau_y_300,holdout,holdout_06,dwa,tau_y_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,3.1090003864513642,0.9078945438551503,30.00000000000189,30.00000000000189,2.2646863720095656,0.31776315870183935,0.002440095175000002,0.017613426,true,true,true,true
196,holdout__holdout_10__teb__tau_y_500,holdout,holdout_10,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,377,1881,0.07958690093732196,0.032822169299815594,18.81000000000014,18.81000000000014,5.585190820083978,0.06737477375454239,0.008521543312997346,0.026722441,true,true,true,true
197,holdout__holdout_07__teb__delay_050,holdout,holdout_07,teb,delay_050,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,plugin returned no valid velocity command,plugin returned no valid velocity command,false,1,115,575,2.799239260994375,0.3118126106106872,5.749999999999922,5.749999999999922,2.4930522671567656,0.09875559512118848,0.01610029821551724,0.032079367,true,true,true,true
198,holdout__holdout_15__teb__tau_y_500,holdout,holdout_15,teb,tau_y_500,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,261,1302,0.0793406881974234,0.05474304368280081,13.019999999999767,13.019999999999767,5.034968392745869,0.1788290466998838,0.008821130111111101,0.031532421,true,true,true,true
199,holdout__holdout_16__teb__tau_x_300,holdout,holdout_16,teb,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,246,1226,0.053534047492544104,0.09682936283924615,12.259999999999783,12.259999999999783,5.043759930241792,0.1769329687130887,0.010143164052845518,0.031148494,true,true,true,true
200,holdout__holdout_16__dwa__tau_x_300,holdout,holdout_16,dwa,tau_x_300,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.7987688891493585,0.06828936295412627,30.00000000000189,30.00000000000189,0.05226722964506285,0.6329514994841314,0.0014695881633333332,0.007090823,true,true,true,true
201,discovery__discovery_06__dwa__delay_050,discovery,discovery_06,dwa,delay_050,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,false,logical_timeout,duration,false,0,600,3000,4.800409713394666,0.05368432774527802,30.00000000000189,30.00000000000189,0.10330025774373841,0.6671015547648299,0.0011818181183333336,0.004617699,true,true,true,true
202,holdout__holdout_13__teb__e0,holdout,holdout_13,teb,e0,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,225,1121,0.0795521739316048,0.09000172525594004,11.209999999999805,11.209999999999805,5.115591993804226,0.150275305530295,0.010455276697777778,0.0280795,true,true,true,true
203,holdout__holdout_06__teb__tau_w_100,holdout,holdout_06,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,277,1381,0.053296805468430825,0.09358555244404411,13.80999999999975,13.80999999999975,5.929366208366477,0.12380620649345156,0.011025886555956675,0.036835382,true,true,true,true
204,holdout__holdout_20__teb__delay_050,holdout,holdout_20,teb,delay_050,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,251,1254,0.06016375279975453,0.09286108731035866,12.539999999999777,12.539999999999777,5.399341358394802,0.1517324631626651,0.010659692896414337,0.030396774,true,true,true,true
205,discovery__discovery_12__teb__tau_w_100,discovery,discovery_12,teb,tau_w_100,f1c8fd861651f70500a8a3341a4fd79820a6f66c02609af9d8137fd2b70d947b,true,true,external_tolerance,external_tolerance,false,0,274,1367,0.057099711666110664,0.09994498959565554,13.669999999999753,13.669999999999753,5.094072878538158,0.16543168957918447,0.009948799722627738,0.030007984,true,true,true,true
