timestamp,episode_id,attempt,status,detail
2026-08-20T13:18:40.278174+00:00,discovery__discovery_20__dwa__delay_050,1,algorithm,plugin returned no valid velocity command
2026-08-20T13:18:49.940613+00:00,discovery__discovery_06__teb__tau_w_100,1,algorithm,external_tolerance
2026-08-20T13:18:57.553888+00:00,discovery__discovery_11__dwa__tau_w_100,1,algorithm,duration
2026-08-20T13:19:05.628536+00:00,holdout__holdout_12__teb__tau_w_300,1,algorithm,external_tolerance
2026-08-20T13:19:12.822031+00:00,holdout__holdout_10__dwa__tau_y_300,1,algorithm,duration
2026-08-20T13:19:19.802805+00:00,discovery__discovery_02__dwa__e0,1,algorithm,duration
2026-08-20T13:19:27.672209+00:00,discovery__discovery_01__teb__tau_x_100,1,algorithm,external_tolerance
2026-08-20T13:19:35.702916+00:00,holdout__holdout_09__teb__tau_y_150,1,algorithm,external_tolerance
2026-08-20T13:19:44.036417+00:00,holdout__holdout_14__dwa__tau_w_300,1,algorithm,duration
2026-08-20T13:19:51.363945+00:00,holdout__holdout_09__teb__tau_y_300,1,algorithm,plugin returned no valid velocity command
2026-08-20T13:19:59.805390+00:00,discovery__discovery_07__dwa__tau_y_500,1,algorithm,duration
2026-08-20T13:20:07.214052+00:00,holdout__holdout_14__dwa__delay_100,1,algorithm,duration
2026-08-20T13:20:15.416100+00:00,holdout__holdout_09__teb__tau_x_100,1,algorithm,external_tolerance
2026-08-20T13:20:22.313648+00:00,holdout__holdout_18__dwa__tau_x_100,1,algorithm,duration
2026-08-20T13:20:29.408248+00:00,holdout__holdout_01__dwa__delay_100,1,algorithm,duration
2026-08-20T13:20:37.085848+00:00,holdout__holdout_05__teb__e0,1,algorithm,external_tolerance
2026-08-20T13:20:45.351238+00:00,discovery__discovery_05__dwa__tau_y_150,1,algorithm,duration
2026-08-20T13:20:53.844874+00:00,discovery__discovery_08__teb__tau_w_300,1,algorithm,external_tolerance
2026-08-20T13:21:01.579262+00:00,holdout__holdout_02__dwa__tau_y_300,1,algorithm,duration
2026-08-20T13:21:08.400924+00:00,discovery__discovery_17__dwa__e0,1,algorithm,duration
2026-08-20T13:21:17.760392+00:00,discovery__discovery_07__teb__delay_100,1,algorithm,external_tolerance
2026-08-20T13:21:25.338487+00:00,discovery__discovery_10__dwa__tau_w_300,1,algorithm,duration
2026-08-20T13:21:34.654096+00:00,holdout__holdout_02__teb__tau_w_100,1,algorithm,external_tolerance
2026-08-20T13:21:44.106116+00:00,holdout__holdout_03__teb__tau_w_300,1,algorithm,external_tolerance
2026-08-20T13:21:51.847662+00:00,holdout__holdout_01__dwa__tau_y_500,1,algorithm,duration
2026-08-20T13:22:00.466745+00:00,discovery__discovery_18__teb__e0,1,algorithm,external_tolerance
2026-08-20T13:22:10.367835+00:00,holdout__holdout_06__teb__tau_y_300,1,algorithm,external_tolerance
2026-08-20T13:22:17.517216+00:00,holdout__holdout_09__dwa__delay_200,1,algorithm,duration
2026-08-20T13:22:24.826692+00:00,discovery__discovery_17__dwa__delay_100,1,algorithm,duration
2026-08-20T13:22:34.035078+00:00,holdout__holdout_14__teb__tau_x_100,1,algorithm,external_tolerance
2026-08-20T13:22:42.601060+00:00,holdout__holdout_16__teb__delay_100,1,algorithm,external_tolerance
2026-08-20T13:22:50.611429+00:00,holdout__holdout_03__dwa__tau_y_300,1,algorithm,duration
2026-08-20T13:22:59.087437+00:00,holdout__holdout_13__teb__tau_w_100,1,algorithm,external_tolerance
2026-08-20T13:23:06.104341+00:00,holdout__holdout_01__dwa__e0,1,algorithm,duration
